mbti,function_pair,mbti_name,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
INFP,NF,Mediator,0.5578409090909092,0.4488840909090909,0.553325,0.2934690909090909,0.0199709929545454,0.1634022727272727,0.067340909090909
INFP,NF,Mediator,0.5876363636363636,0.4476030303030303,0.5562727272727273,0.3414339393939394,0.0610408642424242,0.1545424242424242,0.0742727272727272
INFP,NF,Mediator,0.6769999999999999,0.26503,0.8512800000000003,0.05808475,0.2503575614,0.26452,0.272546
INFP,NF,Mediator,0.517,0.3378452380952381,0.5134119047619048,0.4421630364285716,0.2109271526190476,0.152645238095238,0.0515095238095238
INFP,NF,Mediator,0.5604,0.351366,0.445862,0.4796774,0.069537275,0.169092,0.065178
INFP,NF,Mediator,0.6139354838709677,0.5082903225806451,0.7283870967741938,0.1883548387096774,0.0288639158064516,0.2204096774193548,0.2897709677419355
INFP,NF,Mediator,0.5207999999999999,0.402024,0.6187520000000001,0.263626766,0.0453293966,0.15108,0.065084
INFP,NF,Mediator,0.6653999999999998,0.4345400000000001,0.41108,0.237461314,0.662444266,0.189096,0.088266
INFP,NF,Mediator,0.5563999999999999,0.3607479999999999,0.49264,0.57667846,0.0038886866,0.143194,0.049366
INFP,NF,Mediator,0.4950179999999999,0.39092,0.5745196,0.3167257599999999,0.3207216536,0.169324,0.044406
INFP,NF,Mediator,0.62752,0.33932,0.89672,0.014073806,0.1243236625999999,0.218584,0.187964
INFP,NF,Mediator,0.53956,0.430516,0.604652,0.29447955,0.0668512178,0.138808,0.053668
INFP,NF,Mediator,0.63826,0.58396,0.7315599999999999,0.1229784,3.07844e-5,0.247842,0.3071
INFP,NF,Mediator,0.5239333333333333,0.4442599999999999,0.7252444444444444,0.1336195711111111,0.0312605006666666,0.1720444444444444,0.0831066666666666
INFP,NF,Mediator,0.5715,0.4599956521739131,0.5888478260869564,0.3406821956521739,0.0806609652173912,0.1761391304347826,0.0560934782608695
INFP,NF,Mediator,0.6465000000000001,0.52184,0.7333600000000001,0.19027228,2.757743999999e-4,0.170216,0.07298
INFP,NF,Mediator,0.5469473684210526,0.3317421052631579,0.3572631578947368,0.6526526315789474,0.01350632,0.1597947368421052,0.0716684210526315
INFP,NF,Mediator,0.57512,0.402292,0.5871400000000001,0.347586872,0.0501229568,0.1385519999999999,0.0544199999999999
INFP,NF,Mediator,0.5583400000000001,0.328194,0.4226399999999999,0.664306,0.0777927485999999,0.1571419999999999,0.050484
INFP,NF,Mediator,0.5468799999999999,0.4641399999999999,0.560424,0.345506,0.0780637778,0.204924,0.0660259999999999
INFP,NF,Mediator,0.546088888888889,0.4001488888888888,0.5325333333333334,0.3347546117777778,0.2449191742222222,0.1703822222222222,0.0428355555555555
INFP,NF,Mediator,0.5922499999999999,0.3835321428571429,0.3303535714285714,0.6542833214285715,0.0613313,0.1429464285714286,0.0731428571428571
INFP,NF,Mediator,0.5394720000000001,0.372288,0.64518,0.2357297106,0.108509481,0.186392,0.0548319999999999
INFP,NF,Mediator,0.6315,0.48112,0.5163,0.540214,0.026488011,0.182176,0.118966
INFP,NF,Mediator,0.5522,0.346746,0.516062,0.358674,0.0143512188,0.151544,0.057694
INFP,NF,Mediator,0.55804,0.3931519999999999,0.5225380000000001,0.377329838,0.1101255918,0.172154,0.058712
INFP,NF,Mediator,0.5477599999999999,0.3811759999999999,0.58494,0.32040828,0.0498470618,0.1522899999999999,0.06798
INFP,NF,Mediator,0.4566200000000001,0.36797,0.68324,0.1687894302,0.1467433834,0.184952,0.062628
INFP,NF,Mediator,0.6018200000000001,0.4419279999999999,0.611582,0.3089719999999999,0.198788296,0.1946579999999999,0.094124
INFP,NF,Mediator,0.59426,0.464196,0.5603708,0.33048234,0.1119063882,0.1712959999999999,0.058218
INFP,NF,Mediator,0.730923076923077,0.6003461538461539,0.7878076923076922,0.081745923076923,0.0027541192307692,0.1658538461538461,0.1070923076923077
INFP,NF,Mediator,0.56528,0.397052,0.58352,0.39158472,0.0577060464,0.128408,0.059074
INFP,NF,Mediator,0.59458,0.3984939999999999,0.524204,0.520916,0.0553596893999999,0.174088,0.072378
INFP,NF,Mediator,0.65074,0.5186219999999999,0.6778940000000001,0.1705971839999999,0.1572746856,0.189152,0.100704
INFP,NF,Mediator,0.5475000000000001,0.396254,0.55598,0.3682551,0.1123035706,0.144084,0.049332
INFP,NF,Mediator,0.6092,0.42768,0.5358999999999999,0.4621655800000001,5.414812e-4,0.149082,0.063316
INFP,NF,Mediator,0.53026,0.46668,0.69014,0.185469508,0.1950368405999999,0.197954,0.055892
INFP,NF,Mediator,0.66038,0.3259899999999999,0.3519024,0.591266,0.7607702336000002,0.13581,0.1051199999999999
INFP,NF,Mediator,0.677,0.4243639999999999,0.6053799999999999,0.254596,0.0074107208,0.215218,0.0961279999999999
INFP,NF,Mediator,0.7543400000000001,0.53054,0.7844400000000001,0.0778560599999999,0.1155394228,0.2169259999999999,0.1967439999999999
INFP,NF,Mediator,0.5662391304347826,0.4969999999999999,0.6116782608695653,0.2968469782608696,0.1457772136956521,0.195441304347826,0.0670478260869565
INFP,NF,Mediator,0.50726,0.309222,0.47814,0.519086,0.0363323948,0.146392,0.058716
INFP,NF,Mediator,0.64314,0.520194,0.73478,0.1818792,6.0538e-5,0.187244,0.0647539999999999
INFP,NF,Mediator,0.5335599999999999,0.3876379999999998,0.5016660000000001,0.446017872,0.2330313364,0.189726,0.074012
INFP,NF,Mediator,0.5564399999999999,0.420632,0.563084,0.36425526,0.0963169114,0.1625,0.062384
INFP,NF,Mediator,0.58182,0.4422,0.605802,0.359158,0.0101824868,0.1577739999999999,0.0523639999999999
INFP,NF,Mediator,0.62384,0.565104,0.6361800000000001,0.3003034,0.1277242856,0.185888,0.055342
INFP,NF,Mediator,0.51022,0.4941279999999999,0.6845399999999999,0.1470610259999999,0.141122749,0.18341,0.04931
INFP,NF,Mediator,0.6977600000000002,0.63078,0.8125999999999999,0.098818,7.803939999999999e-5,0.19413,0.097006
INFP,NF,Mediator,0.62168,0.53481,0.6191,0.234353764,0.0231193663999999,0.175536,0.072892
INFP,NF,Mediator,0.6005400000000001,0.54118,0.67804,0.2448716762,0.0385845824,0.168748,0.1071319999999999
INFP,NF,Mediator,0.40794,0.2430159999999999,0.422912,0.45402912,0.2914230724,0.141016,0.047964
INFP,NF,Mediator,0.55974,0.50688,0.5902200000000001,0.34209543,0.0797524571999999,0.155746,0.04974
INFP,NF,Mediator,0.517074074074074,0.4132592592592593,0.4893333333333333,0.4271274037037037,0.2752156337037036,0.1513629629629629,0.0416407407407407
INFP,NF,Mediator,0.6030400000000001,0.54676,0.7047,0.14651005,0.1128525752,0.195048,0.084914
INFP,NF,Mediator,0.53962,0.339358,0.5447276,0.324829162,0.0188255061999999,0.169456,0.058558
INFP,NF,Mediator,0.6030400000000001,0.54676,0.7047,0.14651005,0.1128525752,0.195048,0.084914
INFP,NF,Mediator,0.64742,0.514972,0.66154,0.295149,0.0291009446,0.142676,0.06638
INFP,NF,Mediator,0.7222500000000002,0.6268541666666666,0.7377083333333333,0.1754208333333333,8.718437499999999e-5,0.1892,0.0871624999999999
INFP,NF,Mediator,0.4821,0.410236,0.5813400000000001,0.22017986,0.1043219954,0.197074,0.0344379999999999
INFP,NF,Mediator,0.71154,0.6170599999999999,0.82538,0.1159968,1.89992e-4,0.200624,0.093372
INFP,NF,Mediator,0.5690000000000001,0.4337399999999999,0.54852,0.34446882,0.0097352724,0.177026,0.0678879999999999
INFP,NF,Mediator,0.53626,0.4307939999999999,0.5476000000000001,0.3536938599999999,0.0471817386,0.1929059999999999,0.0594699999999999
INFP,NF,Mediator,0.5995128205128205,0.459225641025641,0.682897435897436,0.2812466666666667,0.0270687728205128,0.1668256410256409,0.0610615384615384
INFP,NF,Mediator,0.4410444444444444,0.2478777777777778,0.4792888888888888,0.4527784488888889,0.2092806686666667,0.15696,0.0430244444444444
INFP,NF,Mediator,0.6129,0.5500600000000001,0.6727199999999999,0.2089998,0.00389457,0.146512,0.073612
INFP,NF,Mediator,0.5976,0.514166,0.511604,0.40969,0.0434705256,0.1620039999999999,0.079014
INFP,NF,Mediator,0.42776,0.237748,0.338352,0.6544338,0.135749406,0.144304,0.0376839999999999
INFP,NF,Mediator,0.51574,0.3109239999999999,0.392502,0.5361287,0.2925137218,0.14779,0.044184
INFP,NF,Mediator,0.6639,0.5271600000000001,0.70954,0.2110119999999999,0.0026698692,0.14632,0.0567
INFP,NF,Mediator,0.5958260869565216,0.3450173913043478,0.5027826086956522,0.473195652173913,2.106052173913e-4,0.1329043478260869,0.1000739130434782
INFP,NF,Mediator,0.53496,0.4812580000000001,0.68878,0.14670398,0.025356299,0.17531,0.040386
INFP,NF,Mediator,0.47586,0.320274,0.359186,0.5685958,0.0961283758,0.13709,0.04064
INFP,NF,Mediator,0.4197199999999999,0.21101,0.239334,0.7601012,0.1299994324,0.142576,0.0408139999999999
INFP,NF,Mediator,0.54728,0.4768200000000001,0.65484,0.2316969706,0.0636654426,0.1819339999999999,0.089286
INFP,NF,Mediator,0.55428,0.378972,0.52608,0.41048596,0.0307463296,0.166476,0.0453139999999999
INFP,NF,Mediator,0.56156,0.4044419999999999,0.5828599999999999,0.31393884,0.0047511448,0.174024,0.07156
INFP,NF,Mediator,0.5515000000000001,0.430828,0.585972,0.3496802705999999,0.0995741344,0.175686,0.066554
INFP,NF,Mediator,0.5358,0.3647220000000001,0.42386,0.6102270000000001,0.058762696,0.15297,0.03945
INFP,NF,Mediator,0.4304,0.313932,0.3613128,0.6493338299999999,0.359903062,0.185716,0.049804
INFP,NF,Mediator,0.54466,0.353946,0.4847000000000001,0.4334982,0.0295731702,0.151168,0.0521899999999999
INFP,NF,Mediator,0.59766,0.5273559999999999,0.50825,0.33616324,0.0088397581999999,0.15182,0.054934
INFP,NF,Mediator,0.5749285714285716,0.4921428571428571,0.6523571428571427,0.3296149999999999,4.691428571428571e-6,0.1313071428571428,0.0855642857142857
INFP,NF,Mediator,0.6635555555555557,0.2787688888888889,0.2695342222222223,0.74926,0.8149555555555555,0.15222,0.07118
INFP,NF,Mediator,0.5328461538461539,0.3389,0.5978461538461539,0.3356348461538462,0.082277392307692307,0.1285615384615384,0.0574230769230769
INFP,NF,Mediator,0.65164,0.5805,0.67542,0.3109628,1.48063e-4,0.1753259999999999,0.080106
INFP,NF,Mediator,0.7162826086956521,0.6047391304347824,0.7987608695652174,0.1832173913043478,0.0015741415217391,0.1739304347826087,0.1118695652173913
INFP,NF,Mediator,0.568804,0.4974080000000001,0.535552,0.3082975799999999,0.130777802,0.169768,0.055998
INFP,NF,Mediator,0.6171800000000001,0.45002,0.5694520000000001,0.3794741999999999,0.025145438,0.226242,0.131708
INFP,NF,Mediator,0.5364117647058824,0.3491176470588235,0.4743529411764706,0.4157941176470588,0.0019665429411764,0.1189,0.0346529411764705
INFP,NF,Mediator,0.6539999999999999,0.5846129032258065,0.8301612903225807,0.1179832258064516,0.0021961819354838,0.1926709677419354,0.096658064516129
